signal_name,frequency_mhz,start_time,end_time,calculated_modulation,signal_class,notes,file_name
"","2412.000000","0.000000","21.030502","Unknown","Unknown","","06-07-2026_22-40-22_CAPTURE_2412.000000MHz_BW_20000.000kHz_SR_20000.000k_Decimation_1.complex16"
