signal_name,frequency_mhz,start_time,end_time,calculated_modulation,signal_class,notes,file_name
"signal_B","2412.000000","6.7","6.9","QAM-like","Wi-Fi-like","just testing","06-07-2026_22-40-22_CAPTURE_2412.000000MHz_BW_20000.000kHz_SR_20000.000k_Decimation_1.complex16"
